State,Facility,Number,Level 1,Level 2,Level 3,Not Convicted
New Mexico,ARTESNM - ARTESIA CITY JAIL,2,0%,0%,0%,100%
New Mexico,ARTSINM - ARTESIA LAW ENFORCEMENT CENTER,1,0%,0%,100%,0%
New Mexico,BERNANM - BERNALILLO COUNTY DET CTR,96,4%,5%,8%,82%
New Mexico,CHAVENM - CHAVEZ DET CRT,53,2%,4%,19%,75%
New Mexico,CIBOLNM - CIBOLA COUNTY DET CTR,483,23%,7%,32%,38%
New Mexico,COLFANM - COLFAX COUNTY DET CTR,11,0%,0%,0%,100%
New Mexico,CURRYNM - CURRY COUNTY DET FAC,99,2%,2%,13%,83%
New Mexico,DONAANM - DONA ANA COUNTY DETENTION FACILITY,239,10%,6%,30%,54%
New Mexico,EDDCONM - EDDY COUNTY JAIL,35,0%,0%,31%,69%
New Mexico,EUNICNM - EUNICE CITY JAIL,10,0%,0%,0%,100%
New Mexico,HIDALNM - HIDALGO COUNTY JAIL,34,6%,6%,50%,38%
New Mexico,HOBBSNM - HOBBS CITY JAIL,129,5%,3%,21%,71%
New Mexico,JALCJNM - JAL CITY JAIL,6,0%,0%,33%,67%
New Mexico,LEACFNM - LEA COUNTY CORR. FAC.,62,11%,5%,19%,65%
New Mexico,LEACONM - LEA COUNTY JAIL,120,11%,5%,32%,53%
New Mexico,LINCONM - LINCOLN COUNTY DET CTR,10,40%,10%,40%,10%
New Mexico,LOSALNM - LOS ALAMOS COUNTY DET. CENTER,18,11%,6%,17%,67%
New Mexico,LUNCONM - LUNA COUNTY JAIL,18,33%,6%,17%,44%
New Mexico,MCKINNM - MCKINLEY COUNTY ADULT DET. CEN.,7,0%,0%,14%,86%
New Mexico,METRONM - METROPOLITAN DETENTION CENTER,682,4%,4%,24%,68%
New Mexico,NMCENCF - CENTRAL N.M.C.F.LOS LUNAS,99,27%,4%,13%,56%
New Mexico,NMCNMCF - CENTRAL NM CF MINIMUN UNIT,1,100%,0%,0%,0%
New Mexico,"NMGRANT - WESTERN N.M.C.F,GRANTS",2,0%,0%,0%,100%
New Mexico,NMGUADA - GUADALUPE COUNTY COR. FACILITY,1,0%,0%,0%,100%
New Mexico,NMLASCR - S.N.M.C.F. LAS CRUCES,1,0%,0%,100%,0%
New Mexico,NMLEACF - LEA COUNTY CORR. FAC.,1,0%,0%,0%,100%
New Mexico,NMROSWL - ROSWELL CORRECTIONAL CENTER,5,0%,0%,20%,80%
New Mexico,"NMSFPEN - SANTA FE PENITENTIARY, NM",4,50%,0%,0%,50%
New Mexico,NMWOMCF - NM WOMEN'S CORR. FACILITY,3,0%,0%,33%,67%
New Mexico,OTERONM - OTERO COUNTY DETENTION,14,21%,7%,43%,29%
New Mexico,OTROPNM - OTERO COUNTY PRISON FACILITY,6,50%,0%,33%,17%
New Mexico,OTRPCNM - OTERO CO PROCESSING CENTER,3,0%,0%,33%,67%
New Mexico,QUACONM - QUAY COUNTY JAIL,6,0%,0%,0%,100%
New Mexico,RIOARNM - RIO ARRIBA COUNTY DET. CENTER,48,2%,4%,6%,88%
New Mexico,ROOSENM - ROOSEVELT COUNTY JAIL,8,13%,0%,13%,75%
New Mexico,SANDONM - SANDOVAL COUNTY DET CTR,70,1%,3%,4%,91%
New Mexico,SANMINM - SAN MIGUEL COUNTY DET CTR,13,15%,8%,23%,54%
New Mexico,SANTANM - SANTA FE COUNTY JAIL,224,3%,4%,16%,78%
New Mexico,SFCORNM - SANTA FE CORNELL DET. FAC.,1,0%,0%,0%,100%
New Mexico,SIERRNM - SIERRA COUNTY DET CTR,1,100%,0%,0%,0%
New Mexico,SJUANNM - SAN JUAN COUNTY DETENTION CENTER,181,4%,3%,28%,65%
New Mexico,TAOSCNM - TAOS COUNTY DET. CENTER,12,0%,0%,8%,92%
New Mexico,"TOORANM - TORRANCE/ESTANCIA, NM",20,5%,0%,25%,70%
New Mexico,UNIONNM - UNION COUNTY DETENTION CENTER,4,0%,0%,50%,50%
New Mexico,"USMLCNM - US MARSHALS, LAS CRUCES NM",20,20%,0%,65%,15%
New Mexico,"USMNM - US MARSHALS, NEW MEXICO",287,11%,8%,33%,47%
New Mexico,"USMRSNM - US MARSHALS, ROSWELL NM",16,13%,6%,63%,19%
New Mexico,VALENNM - VALENCIA COUNTY DET. CENTER,6,0%,0%,17%,83%
New York,ALBCONY - ALBANY COUNTY JAIL,61,13%,3%,33%,51%
New York,ALLEGNY - ALLEGANY COUNTY JAIL,4,0%,0%,25%,75%
New York,AMHERNY - AMHERST TOWN JAIL,2,0%,0%,50%,50%
New York,BOPBRO - BROOKLYN MDC,812,25%,4%,28%,42%
New York,BOPNYM - NEW YORK MCC,295,21%,6%,27%,45%
New York,BOPOTV - OTISVILLE FED.CORR.INST.,69,57%,3%,32%,9%
New York,BOPRBK - RAY BROOK FED.CORR.INST.,144,44%,4%,28%,24%
New York,BRKCFNY - BROOKLYN CORR.FAC.(BRIG),9,22%,0%,0%,78%
New York,BRKHONY - BROOKLYN HOUSE OF DETENT.,34,12%,3%,15%,71%
New York,BRKLYNY - BROOKLYN CENTRAL BOOKING,688,6%,3%,17%,74%
New York,BROMMNY - BROOME COUNTY JAIL,17,12%,18%,18%,53%
New York,BRONXNY - BRONX CENTRAL BOOKING,473,8%,6%,21%,66%
New York,BRXHONY - BRONX HSE OF DET/BRONX NY,45,20%,7%,24%,49%
New York,BTV - BUFFALO SPC,6,17%,67%,0%,17%
New York,BUFCJNY - BUFFALO CITY JAIL,4,0%,0%,25%,75%
New York,BUFHOLD - BUFFALO HOLD ROOM,1,0%,0%,0%,100%
New York,CATTANY - CATTARAUGUS COUNTY JAIL,1,0%,0%,0%,100%
New York,CAYUGNY - CAYUGA COUNTY JAIL,6,17%,0%,17%,67%
New York,CHACONY - CHAUTAUQUA COUNTY JAIL,15,7%,0%,33%,60%
New York,CHEMUNY - CHEMUNG COUNTY JAIL,2,50%,0%,0%,50%
New York,CHENANY - CHENANGO COUNTY JAIL,3,0%,0%,67%,33%
New York,CLICONY - CLINTON COUNTY JAIL,12,8%,8%,25%,58%
New York,CLRKSNY - CLARKSTOWN POLICE DEPT.,1,0%,0%,0%,100%
New York,CNYPCNY - CENTRAL NY PSYCHIATRIC CENTERL,1,100%,0%,0%,0%
New York,COLOMNY - COLOMBIA COUNTY JAIL,14,14%,0%,29%,57%
New York,CORCONY - CORTLAND COUNTY JAIL,1,0%,0%,0%,100%
New York,DELAWNY - DELAWARE COUNTY JAIL,3,0%,0%,33%,67%
New York,"DUTCHNY - DUTCHESS CO.JAIL,POUGHKEE",159,8%,4%,31%,57%
New York,EIRCONY - ERIE COUNTY CORRECTIONAL,1,0%,0%,100%,0%
New York,ERICONY - ERIE COUNTY HOLDING CENTER,22,5%,14%,9%,73%
New York,ESSEXNY - ESSEX COUNTY JAIL,7,14%,0%,0%,86%
New York,FRACONY - FRANKLIN COUNTY JAIL,5,0%,0%,60%,40%
New York,FULCONY - FULTON COUNTY JAIL,3,33%,33%,0%,33%
New York,GENESNY - GENESEE COUNTY JAIL,11,18%,27%,9%,45%
New York,GRECONY - GREENE COUNTY JAIL,4,0%,0%,25%,75%
New York,HAMILNY - HAMILTON COUNTY JAIL,1,0%,0%,0%,100%
New York,HERKINY - HERKIMER COUNTY JAIL,1,0%,0%,0%,100%
New York,HVRSTNY - TOWN OF HAVERSTRAW POLICE DEPT.,2,0%,0%,0%,100%
New York,JEFFENY - JEFFERSON COUNTY JAIL,4,0%,0%,0%,100%
New York,KCHOSNY - KINGS COUNTY HOSPITAL,3,33%,33%,33%,0%
New York,LEWISNY - LEWIS COUNTY JAIL,2,0%,0%,0%,100%
New York,LIVINNY - LIVINGSTON COUNTY JAIL,6,0%,0%,17%,83%
New York,"MADETNY - MANHATTEN DET COMPLEX, NY",58,12%,0%,22%,66%
New York,MADISNY - MADISON COUNTY JAIL,1,100%,0%,0%,0%
New York,MNHTNNY - MANHATTAN CENTRAL BOOKING,620,5%,6%,18%,71%
New York,MONRONY - MONROE COUNTY JAIL,19,11%,16%,26%,47%
New York,MONTGNY - MONTGOMERY COUNTY JAIL,6,0%,0%,33%,67%
New York,NASSANY - NASSAU CO CORREC CENTER,"1,222",8%,9%,32%,51%
New York,NIAGANY - NIAGARA COUNTY JAIL,8,0%,13%,25%,63%
New York,"NYADIRC - ADIRONDACK CF, RAYBROOK",19,53%,11%,32%,5%
New York,NYALBNC - ALBION CORRECTIONAL,24,25%,17%,46%,13%
New York,"NYALTOC - ALTONA C.F., ALTONA",28,46%,11%,25%,18%
New York,NYATTIC - ATTICA C.F.,5,0%,0%,20%,80%
New York,NYAUBUC - AUBURN C.F.,20,75%,0%,15%,10%
New York,NYBAREC - BAREHILL CORRECTIONAL,66,58%,11%,26%,6%
New York,NYBAYVW - BAYVIEW CORRECTIONAL FACILITY,1,0%,0%,100%,0%
New York,"NYBEDFC - BEDFORD HILLS, NY",43,40%,12%,21%,28%
New York,NYCAPEC - CAPE VINCENT CORRECTIONAL,51,51%,8%,31%,10%
New York,NYCAYUC - CAYUGA CORRECTIONAL,11,27%,0%,55%,18%
New York,NYCHOLD - NYC FIELD OFFICE,53,13%,2%,17%,68%
New York,NYCLINC - CLINTON C.F. DANNEMMORA,31,74%,10%,10%,6%
New York,NYCOLLC - COLLINS C.F.,9,44%,0%,44%,11%
New York,NYCOXSC - COXSACKIE CF W.COXSACKIE,15,53%,7%,40%,0%
New York,NYCPDNY - NYC POLICE DEPARTMENT,342,9%,5%,22%,64%
New York,NYDCUNK - N.Y. STATE DEPT CORR.,2,0%,0%,50%,50%
New York,"NYDOWNC - DOWNSTATE CF, FISHKILL",294,40%,3%,26%,31%
New York,NYEASTC - EASTERN C.F. NAPANOCH,1,100%,0%,0%,0%
New York,NYELMIC - ELMIRA C.F.,16,38%,0%,0%,63%
New York,NYFISHC - FISHKILL C.F. BEACON NY,21,57%,0%,29%,14%
New York,NYFIVEP - FIVE OPOINTS CORRECTIONAL,21,71%,10%,19%,0%
New York,NYFRANC - FRANKLIN C.F.,43,74%,7%,14%,5%
New York,"NYGHAVC - GREEN HAVEN,STORMVILLE,NY",6,83%,0%,0%,17%
New York,NYGOUVC - GOUVERNEUR CORRECTIONAL,44,55%,9%,30%,7%
New York,NYGOWAC - GOWANDA CF,19,74%,0%,16%,11%
New York,NYGREAC - GREAT MEADOW C.F.,13,69%,0%,15%,15%
New York,NYGRENC - GREENE C.F. COXSACKLE,84,62%,5%,25%,8%
New York,NYGROVC - GROVELAND C.F. SONYEA,7,14%,43%,29%,14%
New York,NYHALEC - HALECREEK CORRECTIONAL,2,0%,0%,50%,50%
New York,NYHUDSC - HUDSON C.F. HUDSON NY,1,0%,0%,0%,100%
New York,NYLAKEC - LAKEVIEW CORRECTIONAL,58,19%,10%,59%,12%
New York,NYLIVIC - LIVINGSTON CORRECTIONAL,11,36%,0%,36%,27%
New York,NYMARCC - MARCY CORRECTIONAL,24,46%,8%,33%,13%
New York,"NYMCGRC - MOUNT MCGREGOR, WILTON",6,50%,0%,50%,0%
New York,NYMDSTC - MIDSTATE CORRECTIONAL,45,56%,9%,24%,11%
New York,"NYMIDOC - MID-ORANGE CF, WARWICK",1,100%,0%,0%,0%
New York,NYMOHOC - MOHAWK CORRECTIONAL,67,43%,10%,36%,10%
New York,NYOGDNC - OGDENSBURG CORRECTIONAL,23,57%,13%,26%,4%
New York,NYORLNC - ORLEANS CORRECTIONAL,15,53%,7%,27%,13%
New York,NYOTISC - OTISVILLE C.F.(STATE),6,50%,17%,33%,0%
New York,"NYQUEEC - QUEENSBORO, C.F, LIC NY",14,14%,14%,21%,50%
New York,NYRIVEC - RIVERVIEW CORRECTIONAL,51,51%,6%,35%,8%
New York,NYROCHC - ROCHESTER CORRECTIONAL,2,0%,0%,100%,0%
New York,NYSHAWC - SHAWANGUNK C.F. WALLKILL,2,50%,0%,50%,0%
New York,"NYSINGC - SING SING, OSSINING, NY",32,88%,3%,6%,3%
New York,"NYSPOMO - N.Y. STATE POLICE, MORRIS",2,50%,0%,50%,0%
New York,NYSULLC - SULLIVAN COUNTY CORR FAC,1,100%,0%,0%,0%
New York,"NYTACOC - TACONIC, BEDFORD HILLS,NY",8,38%,13%,50%,0%
New York,"NYULSTC - ULSTER CF, NAPANOCH",302,27%,7%,35%,30%
New York,NYUPSTA - UPSTATE CORRECTIONAL FACILITY,9,33%,22%,44%,0%
New York,NYWASHC - WASHINGTON CORRECTIONAL,23,61%,17%,9%,13%
New York,NYWATEC - WATERTOWN C.F. WATERTOWN,21,43%,5%,38%,14%
New York,NYWILLC - WILLARD DRUG TREATMENT US,24,38%,13%,29%,21%
New York,NYWOODC - WOODBOURNE CF,8,88%,0%,0%,13%
New York,NYWYOMC - WYOMING C.F.,26,50%,4%,38%,8%
New York,ONECONY - ONEIDA COUNTY JAIL,13,15%,0%,23%,62%
New York,ONONDNY - ONONDAGA COUNTY JAIL,15,7%,27%,20%,47%
New York,ONTARNY - ONTARIO COUNTY JAIL,13,8%,8%,8%,77%
New York,ORANGNY - ORANGE COUNTY JAIL,282,5%,3%,30%,63%
New York,ORLEANY - ORLEANS COUNTY JAIL,21,0%,10%,14%,76%
New York,OSWEGNY - OSWEGO COUNTY JAIL,1,0%,0%,100%,0%
New York,OTSEGNY - OTSEGO COUNTY JAIL,1,0%,0%,0%,100%
New York,PUTNANY - PUTNAM COUNTY C.F.,130,3%,2%,30%,65%
New York,QUEENNY - QUEENS CENTRAL BOOKING,"1,013",6%,3%,22%,68%
New York,QUEHONY - QUEENS HOUSE OF DETENTION,133,15%,6%,22%,57%
New York,"QUEICDF - INS/WACKENHUT CON/FAC, NY",1,0%,100%,0%,0%
New York,RAMPONY - TOWN OF RAMAPO POLICE DEPT.,1,0%,0%,0%,100%
New York,RCHMDNY - RICHMOND CENTRAL BOOKING,39,8%,5%,21%,67%
New York,RENSSNY - RENSSALAER COUNTY,16,0%,13%,31%,56%
New York,"RIKISNY - RIKERS ISLAND, QUEENS, NY","3,038",15%,10%,39%,36%
New York,"ROCKLNY - ROCKLAND CO JAIL,NEW CITY",265,9%,5%,29%,56%
New York,SARATNY - SARATOGA COUNTY JAIL,19,11%,11%,47%,32%
New York,SCHNENY - SCHNECTADY COUNTY JAIL,7,0%,0%,14%,86%
New York,SCHOHNY - SCHOHARIE COUNTY JAIL,2,0%,0%,100%,0%
New York,SENECNY - SENECA COUNTY JAIL,6,17%,17%,0%,67%
New York,SFFRNNY - VILLAGE OF SUFFERN POLICE DEPT.,1,0%,0%,0%,100%
New York,SPVLYNY - VILLAGE OF SPRING VALLEY PD,6,0%,0%,0%,100%
New York,STEUBNY - STEUBEN COUNTY JAIL,3,33%,0%,33%,33%
New York,STLAWNY - ST LAWRENCE COUNTY JAIL,1,0%,0%,0%,100%
New York,SUFFONY - SUFFOLK CO.CORREC FAC,"1,287",7%,6%,38%,48%
New York,SULLINY - SULLIVAN COUNTY JAIL,25,8%,4%,28%,60%
New York,TIOGANY - TIOGA COUNTY JAIL,2,0%,0%,50%,50%
New York,ULSCONY - ULSTER CO JAIL KINGSTON,52,4%,10%,31%,56%
New York,"USMEDNY - US MARSHALS, EDNY",103,18%,9%,14%,59%
New York,"USMNDNY - US MARSHAL, NDNY",36,19%,14%,33%,33%
New York,"USMNYNS - US MARSHAL, SYRACUSE, NDNY",25,4%,20%,32%,44%
New York,"USMNYWB - US MARSHAL, BUFFALO, WDNY",87,10%,24%,39%,26%
New York,"USMNYWR - US MARSHAL, ROCHESTER, WDNY",32,9%,28%,25%,38%
New York,"USMSDNY - US MARSHALS, SDNY",137,24%,2%,28%,46%
New York,VRK - VARICK STREET SPC,19,11%,0%,26%,63%
New York,WARRENY - WARREN COUNTY JAIL,8,25%,0%,25%,50%
New York,WASCONY - WASHINGTON COUNTY JAIL,11,18%,0%,9%,73%
New York,WAYNENY - WAYNE COUNTY JAIL,7,14%,14%,43%,29%
New York,"WESTCNY - WESTCHESTER CO.JAIL,VALHA",764,8%,5%,29%,58%
New York,YATESNY - YATES COUNTY JAIL,1,0%,0%,100%,0%
North Carolina,ALAMCNC - ALAMANCE CO. DET. FACILITY,259,4%,5%,68%,22%
North Carolina,ALBERNC - ALBERMARIE DISTRICT JAIL,13,0%,0%,69%,31%
North Carolina,ALEXNNC - ALEXANDER COUNTY JAIL,15,0%,20%,20%,60%
North Carolina,ALLEGNC - ALLEGHANY COUNTY JAIL,59,2%,3%,37%,58%
North Carolina,ANSONNC - ANSON COUNTY JAIL,2,50%,0%,50%,0%
North Carolina,ASHECNC - ASHE COUNTY JAIL,20,0%,0%,15%,85%
North Carolina,AVERYNC - AVERY COUNTY JAIL,16,0%,0%,31%,69%
North Carolina,BEAUFNC - BEAUFORT COUNTY JAIL,19,0%,0%,26%,74%
North Carolina,BERTINC - BERTIE COUNTY JAIL,5,20%,0%,60%,20%
North Carolina,BLADENC - BLADEN COUNTY JAIL,85,1%,2%,47%,49%
North Carolina,BOPBUT - BUTNER FED.CORR.INST.,261,54%,6%,30%,10%
North Carolina,BOPRIV - RIVERS CORRECTIONAL INSTITUTION,296,62%,13%,23%,2%
North Carolina,BRUNSNC - BRUNSWICK COUNTY JAIL,127,5%,2%,47%,46%
North Carolina,BUNCONC - BUNCOMBE COUNTY DR.,97,3%,5%,33%,59%
North Carolina,BURKENC - BURKE COUNTY JAIL,34,6%,6%,26%,62%
North Carolina,CALDWNC - CALDWELL COUNTY JAIL,72,3%,0%,25%,72%
North Carolina,CASWENC - CASWELL COUNTY SHERIFF,8,0%,0%,50%,50%
North Carolina,CATWBNC - CATAWBA COUNTY JAIL,146,6%,6%,37%,51%
North Carolina,CBRRSNC - Cabarrus County Jail,20,10%,5%,5%,80%
North Carolina,CHATHNC - CHATHAM COUNTY JAIL,44,11%,2%,48%,39%
North Carolina,CHERONC - CHEROKEE COUNTY JAIL,5,0%,0%,40%,60%
North Carolina,CLACONC - CLAY COUNTY JAIL,10,20%,0%,10%,70%
North Carolina,CLEVENC - CLEVELAND COUNTY JAIL,19,11%,0%,26%,63%
North Carolina,CLTHOLD - CHARLOTTE HOLD ROOM,13,0%,0%,23%,77%
North Carolina,COLUMNC - COLUMBUS COUNTY JAIL,50,6%,0%,44%,50%
North Carolina,CRAVNNC - CRAVEN COUNTY JAIL,10,10%,10%,20%,60%
North Carolina,CRRTKNC - CURRITUCK COUNTY JAIL,3,0%,0%,67%,33%
North Carolina,CRTRTNC - CARTERET COUNTY JAIL,40,8%,5%,33%,55%
North Carolina,CUMBENC - CUMBERLAND COUNTY JAIL,86,6%,9%,31%,53%
North Carolina,DARCONC - DARE COUNTY JAIL,41,10%,0%,37%,54%
North Carolina,DAVIENC - DAVIE COUNTY JAIL,38,5%,8%,26%,61%
North Carolina,DUPLNNC - DUPLIN COUNTY JAIL,147,7%,1%,38%,53%
North Carolina,DURHMNC - DURHAM COUNTY DET. CENTER,427,5%,6%,46%,43%
North Carolina,DVDSNNC - DAVIDSON COUNTY JAIL,72,3%,6%,19%,72%
North Carolina,EDGECNC - EDGECOMBE COUNTY JAIL,10,30%,10%,30%,30%
North Carolina,FAYHOLD - FAYETTEVILLE HOLD ROOM,2,0%,0%,0%,100%
North Carolina,FORSYNC - FORSYTH COUNTY JAIL,534,6%,8%,36%,50%
North Carolina,FRANKNC - FRANKLIN COUNTY DETENTION CENTER,13,8%,15%,31%,46%
North Carolina,GASTNNC - GASTON COUNTY JAIL,306,5%,7%,39%,50%
North Carolina,GREENNC - GREENE COUNTY JAIL,26,12%,0%,35%,54%
North Carolina,GRNVLNC - GRANVILLE COUNTY JAIL,54,13%,2%,20%,65%
North Carolina,GULFDNC - GUILFORD COUNTY JAIL,225,8%,7%,32%,54%
North Carolina,HALFXNC - HALIFAX COUNTY JAIL,5,20%,0%,20%,60%
North Carolina,HAYWDNC - HAYWOOD COUNTY JAIL,28,4%,0%,36%,61%
North Carolina,HENDENC - HENDERSON COUNTY DET. FAC.,236,4%,8%,53%,35%
North Carolina,HOKECNC - HOKE COUNTY JAIL,98,2%,1%,48%,49%
North Carolina,HRTFDNC - HERTFORD COUNTY JAIL,3,0%,0%,0%,100%
North Carolina,HRTNTNC - HARTNETT COUNTY JAIL,95,8%,6%,45%,40%
North Carolina,IRDLLNC - IREDELL COUNTY JAIL,172,5%,2%,47%,47%
North Carolina,JACKSNC - JACKSON COUNTY JAIL,29,3%,3%,34%,59%
North Carolina,JOHNSNC - JOHNSTON COUNTY DETENTION CENTER,148,13%,6%,49%,32%
North Carolina,JONESNC - JONES COUNTY JAIL,6,0%,0%,67%,33%
North Carolina,LEECONC - LEE COUNTY JAIL,90,8%,7%,29%,57%
North Carolina,LINCONC - LINCOLN COUNTY JAIL,35,9%,3%,43%,46%
North Carolina,LNOIRNC - LENOIR COUNTY JAIL,81,4%,5%,37%,54%
North Carolina,MACONNC - MACON COUNTY JAIL,37,5%,0%,19%,76%
North Carolina,MADISNC - MADISON COUNTY JAIL,3,0%,0%,67%,33%
North Carolina,MARTINC - MARTIN COUNTY JAIL,21,10%,0%,57%,33%
North Carolina,MCDWLNC - MCDOWELL COUNTY JAIL,35,3%,0%,49%,49%
North Carolina,MECKLNC - MECKLENBURG (NC) CO JAIL,752,4%,6%,35%,55%
North Carolina,MONTGNC - MONTGOMERY COUNTY JAIL,33,6%,3%,55%,36%
North Carolina,MOORENC - MOORE COUNTY JAIL,34,0%,6%,68%,26%
North Carolina,MTCHLNC - MITCHELL COUNTY JAIL,3,33%,0%,0%,67%
North Carolina,NASHCNC - NASH COUNTY JAIL,82,0%,5%,41%,54%
North Carolina,NCCRAVN - CRAVEN CORRECTIONAL INSTITUTION,1,0%,0%,100%,0%
North Carolina,NCDOCRA - N.C. DEPT OF CORRECTIONS,"1,082",46%,7%,38%,9%
North Carolina,NCNUESE - NUESE CORRECTIONAL INSTITUTION,1,0%,0%,100%,0%
North Carolina,NWHNVNC - NEW HANOVER CO DET CENTER,320,4%,3%,34%,58%
North Carolina,ONSLONC - ONSLOW COUNTY JAIL,103,2%,7%,45%,47%
North Carolina,ORANGNC - ORANGE COUNTY JAIL,186,10%,5%,42%,42%
North Carolina,PAMLINC - PAMLICO COUNTY JAIL,2,0%,0%,50%,50%
North Carolina,PENDRNC - PENDER COUNTY JAIL,33,6%,6%,33%,55%
North Carolina,PERSNNC - PERSON COUNTY JAIL,15,27%,7%,27%,40%
North Carolina,PITTCNC - PITT COUNTY DETENTION CENTER,170,6%,6%,34%,54%
North Carolina,POLKCNC - POLK COUNTY JAIL,42,5%,7%,31%,57%
North Carolina,RANDONC - RANDOLPH COUNTY JAIL,121,8%,2%,51%,39%
North Carolina,RDUHOLD - RALEIGH HOLD ROOM,4,0%,0%,25%,75%
North Carolina,RICHMNC - RICHMOND COUNTY JAIL,16,0%,13%,31%,56%
North Carolina,ROBESNC - ROBESON COUNTY JAIL,239,0%,3%,38%,58%
North Carolina,ROCKINC - ROCKINGHAM COUNTY JAIL,125,4%,0%,53%,43%
North Carolina,ROWANNC - ROWAN COUNTY DETENTION CENTER,74,3%,8%,28%,61%
North Carolina,RUTHENC - RUTHERFORD COUNTY JAIL,46,7%,4%,28%,61%
North Carolina,SAMPSNC - SAMPSON COUNTY JAIL,106,2%,3%,44%,51%
North Carolina,SCOTLNC - SCOTLAND COUNTY JAIL,11,9%,9%,45%,36%
North Carolina,STNLYNC - STANLY COUNTY JAIL,20,10%,5%,45%,40%
North Carolina,STOKSNC - STOKES COUNTY JAIL,7,0%,0%,43%,57%
North Carolina,SURRYNC - SURRY COUNTY JAIL,100,3%,3%,47%,47%
North Carolina,SWAINNC - SWAIN COUNTY JAIL,5,0%,20%,40%,40%
North Carolina,TRANSNC - TRANSYLVANIA COUNTY JAIL,19,0%,5%,32%,63%
North Carolina,TYRELNC - TYRRELL COUNTY JAIL,1,0%,0%,0%,100%
North Carolina,UNIONNC - UNION COUNTY JAIL,385,4%,4%,58%,34%
North Carolina,USMEDNC - US MARSHALS EASTERN DISTRICT,56,46%,9%,34%,11%
North Carolina,USMMDNC - US MARSHALS MIDDLE DISTRICT,75,28%,5%,43%,24%
North Carolina,USMWDNC - US MARSHALS WESTERN DISTRICT,115,37%,10%,39%,14%
North Carolina,VANCENC - VANCE COUNTY JAIL,18,11%,0%,39%,50%
North Carolina,WAKECNC - WAKE COUNTY SHERIFF DEPT.,"1,758",6%,8%,43%,43%
North Carolina,WAKJVNC - WAKE COUNTY JUV. DET. CENTER,3,0%,0%,100%,0%
North Carolina,WARRENC - WARREN COUNTY JAIL,3,0%,0%,67%,33%
North Carolina,WASHINC - WASHINGTON COUNTY JAIL,36,14%,3%,50%,33%
North Carolina,WATAUNC - WATAUGA COUNTY JAIL,21,10%,0%,33%,57%
North Carolina,WAYNENC - WAYNE COUNTY JAIL,19,5%,11%,32%,53%
North Carolina,WILKSNC - WILKES COUNTY JAIL,5,0%,0%,0%,100%
North Carolina,WILSONC - WILSON COUNTY JAIL,49,2%,12%,41%,45%
North Carolina,YADKNNC - YADKIN COUNTY JAIL,43,14%,2%,44%,40%
North Carolina,YANCYNC - YANCEY COUNTY JAIL,10,30%,0%,20%,50%
North Dakota,BARNSND - BARNES COUNTY JAIL,4,0%,75%,0%,25%
North Dakota,"BURLEND - BURLEIGH CO. JAIL, ND",22,5%,9%,36%,50%
North Dakota,CASSCND - CASS COUNTY JAIL,35,11%,3%,54%,31%
North Dakota,DEVILND - DEVILS LAKE LAW ENF CENTR,1,0%,0%,0%,100%
North Dakota,GFCORND - GRAND FORKS COUNTY CORREC,7,29%,0%,29%,43%
North Dakota,GRFHOLD - GRAND FORKS HOLD ROOM,3,0%,0%,33%,67%
North Dakota,"MERCEND - MERCER CO. JAIL, ND",1,100%,0%,0%,0%
North Dakota,MORTOND - MORTON COUNTY SHERIFF/JAIL,20,5%,0%,25%,70%
North Dakota,"MOUNTND - MOUNTRAIL CO. JAIL, ND",1,0%,0%,0%,100%
North Dakota,NDDWCRC - ND STATE PENN NEW ENGLAND WOMEN'S,1,100%,0%,0%,0%
North Dakota,"NDSPBIS - ND STATE PENN BISMARK, ND",9,0%,0%,22%,78%
North Dakota,"RICHLND - RICHLAND CO. JAIL, ND",5,0%,0%,20%,80%
North Dakota,"STUTSND - STUTSMAN CO. JAIL, ND",5,0%,20%,20%,60%
North Dakota,SWMULND - SW MULTI-COUNTY CORR. CTR,12,8%,0%,42%,50%
North Dakota,TRAILND - TRAILL CO. JAIL,1,0%,0%,0%,100%
North Dakota,"USMND - US MARSHAL'S, ND",29,21%,10%,34%,34%
North Dakota,WALSHND - WALSH COUNTY JAIL,3,0%,0%,33%,67%
North Dakota,WARDCND - WARD COUNTY JAIL,16,13%,13%,19%,56%
North Dakota,WILMSND - WILLIAMS COUNTY JAIL,15,0%,7%,53%,40%
Northern Mariana Isl,MPSIPAN - SAIPAN DEPARTMENT OF CORRECTIONS,42,10%,10%,2%,79%
Northern Mariana Isl,SAIHOLD - SAIPAIN HOLD,1,0%,0%,0%,100%
Ohio,ADAMSOH - ADAMS COUNTY JAIL,1,0%,0%,0%,100%
Ohio,ALLENOH - ALLEN COUNTY JAIL,13,8%,15%,8%,69%
Ohio,ASHLAOH - ASHLAND COUNTY JAIL,2,0%,0%,50%,50%
Ohio,ATHENOH - ATHENS COUNTY JAIL,3,0%,0%,0%,100%
Ohio,AUGLAOH - AUGLAIZE COUNTY JAIL,1,100%,0%,0%,0%
Ohio,BEDFOOH - BEDFORD HEIGHTS CITY,20,0%,0%,0%,100%
Ohio,BELMOOH - BELMONT COUNTY JAIL,7,0%,0%,0%,100%
Ohio,BOPELK - ELKTON FED.CORR.INST.,17,35%,0%,29%,35%
Ohio,BRECKOH - BRECKSVILLE CITY JAIL,2,0%,0%,0%,100%
